"","neighborhood","ofns_desc","count"
"1332","Lower East Side/Chinatown","UNAUTHORIZED USE OF A VEHICLE",56
"1333","Lower East Side/Chinatown","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1334","Lower East Side/Chinatown","VEHICLE AND TRAFFIC LAWS",988
"1335","Mid-Island","ADMINISTRATIVE CODE",40
"1336","Mid-Island","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",12
"1337","Mid-Island","ALCOHOLIC BEVERAGE CONTROL LAW",1
"1338","Mid-Island","ARSON",43
"1339","Mid-Island","ASSAULT 3 & RELATED OFFENSES",2293
"1340","Mid-Island","BURGLAR'S TOOLS",6
"1341","Mid-Island","BURGLARY",512
"1342","Mid-Island","CHILD ABANDONMENT/NON SUPPORT",2
"1343","Mid-Island","CRIMINAL MISCHIEF & RELATED OF",4268
"1344","Mid-Island","CRIMINAL TRESPASS",161
"1345","Mid-Island","DANGEROUS DRUGS",523
"1346","Mid-Island","DANGEROUS WEAPONS",163
"1347","Mid-Island","DISORDERLY CONDUCT",9
"1348","Mid-Island","ENDAN WELFARE INCOMP",1
"1349","Mid-Island","FELONY ASSAULT",658
"1350","Mid-Island","FORGERY",180
"1351","Mid-Island","FRAUDS",571
"1352","Mid-Island","FRAUDULENT ACCOSTING",1
"1353","Mid-Island","GRAND LARCENY",1793
"1354","Mid-Island","GRAND LARCENY OF MOTOR VEHICLE",423
"1355","Mid-Island","HARRASSMENT 2",6866
"1356","Mid-Island","INTOXICATED & IMPAIRED DRIVING",575
"1357","Mid-Island","KIDNAPPING",1
"1358","Mid-Island","KIDNAPPING & RELATED OFFENSES",2
"1359","Mid-Island","MISCELLANEOUS PENAL LAW",1361
"1360","Mid-Island","MURDER & NON-NEGL. MANSLAUGHTER",11
"1361","Mid-Island","NYS LAWS-UNCLASSIFIED FELONY",71
"1362","Mid-Island","NYS LAWS-UNCLASSIFIED VIOLATION",1
"1363","Mid-Island","OFF. AGNST PUB ORD SENSBLTY &",1033
"1364","Mid-Island","OFFENSES AGAINST MARRIAGE UNCL",1
"1365","Mid-Island","OFFENSES AGAINST PUBLIC ADMINI",92
"1366","Mid-Island","OFFENSES AGAINST PUBLIC SAFETY",12
"1367","Mid-Island","OFFENSES AGAINST THE PERSON",113
"1368","Mid-Island","OFFENSES INVOLVING FRAUD",157
"1369","Mid-Island","OFFENSES RELATED TO CHILDREN",1
"1370","Mid-Island","OTHER OFFENSES RELATED TO THEF",50
"1371","Mid-Island","OTHER STATE LAWS",8
"1372","Mid-Island","OTHER STATE LAWS (NON PENAL LA",37
"1373","Mid-Island","PETIT LARCENY",4085
"1374","Mid-Island","PETIT LARCENY OF MOTOR VEHICLE",2
"1375","Mid-Island","POSSESSION OF STOLEN PROPERTY",81
"1376","Mid-Island","PROSTITUTION & RELATED OFFENSES",3
"1377","Mid-Island","RAPE",48
"1378","Mid-Island","ROBBERY",300
"1379","Mid-Island","SEX CRIMES",305
"1380","Mid-Island","THEFT-FRAUD",423
"1381","Mid-Island","UNAUTHORIZED USE OF A VEHICLE",97
"1382","Mid-Island","VEHICLE AND TRAFFIC LAWS",372
"1383","Mid-Island",NA,4
"1384","Middle Village/Ridgewood","ADMINISTRATIVE CODE",116
"1385","Middle Village/Ridgewood","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",13
"1386","Middle Village/Ridgewood","ALCOHOLIC BEVERAGE CONTROL LAW",5
"1387","Middle Village/Ridgewood","ANTICIPATORY OFFENSES",1
"1388","Middle Village/Ridgewood","ARSON",48
"1389","Middle Village/Ridgewood","ASSAULT 3 & RELATED OFFENSES",3569
"1390","Middle Village/Ridgewood","BURGLAR'S TOOLS",39
"1391","Middle Village/Ridgewood","BURGLARY",1500
"1392","Middle Village/Ridgewood","CRIMINAL MISCHIEF & RELATED OF",4355
"1393","Middle Village/Ridgewood","CRIMINAL TRESPASS",270
"1394","Middle Village/Ridgewood","DANGEROUS DRUGS",261
"1395","Middle Village/Ridgewood","DANGEROUS WEAPONS",169
"1396","Middle Village/Ridgewood","ENDAN WELFARE INCOMP",1
"1397","Middle Village/Ridgewood","FELONY ASSAULT",1423
"1398","Middle Village/Ridgewood","FORGERY",210
"1399","Middle Village/Ridgewood","FRAUDS",193
"1400","Middle Village/Ridgewood","GAMBLING",1
"1401","Middle Village/Ridgewood","GRAND LARCENY",3460
"1402","Middle Village/Ridgewood","GRAND LARCENY OF MOTOR VEHICLE",1128
"1403","Middle Village/Ridgewood","HARRASSMENT 2",6111
"1404","Middle Village/Ridgewood","INTOXICATED & IMPAIRED DRIVING",383
"1405","Middle Village/Ridgewood","KIDNAPPING",1
"1406","Middle Village/Ridgewood","KIDNAPPING & RELATED OFFENSES",7
"1407","Middle Village/Ridgewood","MISCELLANEOUS PENAL LAW",1096
"1408","Middle Village/Ridgewood","MURDER & NON-NEGL. MANSLAUGHTER",9
"1409","Middle Village/Ridgewood","NYS LAWS-UNCLASSIFIED FELONY",45
"1410","Middle Village/Ridgewood","OFF. AGNST PUB ORD SENSBLTY &",1318
"1411","Middle Village/Ridgewood","OFFENSES AGAINST PUBLIC ADMINI",479
"1412","Middle Village/Ridgewood","OFFENSES AGAINST THE PERSON",82
"1413","Middle Village/Ridgewood","OFFENSES INVOLVING FRAUD",25
"1414","Middle Village/Ridgewood","OTHER OFFENSES RELATED TO THEF",64
"1415","Middle Village/Ridgewood","OTHER STATE LAWS",1
"1416","Middle Village/Ridgewood","OTHER STATE LAWS (NON PENAL LA",15
"1417","Middle Village/Ridgewood","PETIT LARCENY",7784
"1418","Middle Village/Ridgewood","PETIT LARCENY OF MOTOR VEHICLE",20
"1419","Middle Village/Ridgewood","POSSESSION OF STOLEN PROPERTY",141
"1420","Middle Village/Ridgewood","PROSTITUTION & RELATED OFFENSES",1
"1421","Middle Village/Ridgewood","RAPE",103
"1422","Middle Village/Ridgewood","ROBBERY",1021
"1423","Middle Village/Ridgewood","SEX CRIMES",475
"1424","Middle Village/Ridgewood","THEFT-FRAUD",275
"1425","Middle Village/Ridgewood","UNAUTHORIZED USE OF A VEHICLE",246
"1426","Middle Village/Ridgewood","VEHICLE AND TRAFFIC LAWS",703
"1427","Morningside Heights/Hamilton Heights","ADMINISTRATIVE CODE",63
"1428","Morningside Heights/Hamilton Heights","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",11
"1429","Morningside Heights/Hamilton Heights","ALCOHOLIC BEVERAGE CONTROL LAW",3
"1430","Morningside Heights/Hamilton Heights","ANTICIPATORY OFFENSES",1
"1431","Morningside Heights/Hamilton Heights","ARSON",41
"1432","Morningside Heights/Hamilton Heights","ASSAULT 3 & RELATED OFFENSES",4123
"1433","Morningside Heights/Hamilton Heights","BURGLAR'S TOOLS",13
"1434","Morningside Heights/Hamilton Heights","BURGLARY",1032
"1435","Morningside Heights/Hamilton Heights","CRIMINAL MISCHIEF & RELATED OF",4756
"1436","Morningside Heights/Hamilton Heights","CRIMINAL TRESPASS",218
"1437","Morningside Heights/Hamilton Heights","DANGEROUS DRUGS",1048
"1438","Morningside Heights/Hamilton Heights","DANGEROUS WEAPONS",523
"1439","Morningside Heights/Hamilton Heights","DISORDERLY CONDUCT",6
"1440","Morningside Heights/Hamilton Heights","ENDAN WELFARE INCOMP",3
"1441","Morningside Heights/Hamilton Heights","ESCAPE 3",1
"1442","Morningside Heights/Hamilton Heights","FELONY ASSAULT",1806
"1443","Morningside Heights/Hamilton Heights","FELONY SEX CRIMES",1
"1444","Morningside Heights/Hamilton Heights","FORGERY",344
"1445","Morningside Heights/Hamilton Heights","FRAUDS",206
"1446","Morningside Heights/Hamilton Heights","FRAUDULENT ACCOSTING",3
"1447","Morningside Heights/Hamilton Heights","GAMBLING",30
"1448","Morningside Heights/Hamilton Heights","GRAND LARCENY",3734
"1449","Morningside Heights/Hamilton Heights","GRAND LARCENY OF MOTOR VEHICLE",513
"1450","Morningside Heights/Hamilton Heights","HARRASSMENT 2",6477
"1451","Morningside Heights/Hamilton Heights","HOMICIDE-NEGLIGENT,UNCLASSIFIE",3
"1452","Morningside Heights/Hamilton Heights","HOMICIDE-NEGLIGENT-VEHICLE",1
"1453","Morningside Heights/Hamilton Heights","INTOXICATED & IMPAIRED DRIVING",383
"1454","Morningside Heights/Hamilton Heights","KIDNAPPING & RELATED OFFENSES",9
"1455","Morningside Heights/Hamilton Heights","LOITERING/GAMBLING (CARDS, DIC",1
"1456","Morningside Heights/Hamilton Heights","MISCELLANEOUS PENAL LAW",976
"1457","Morningside Heights/Hamilton Heights","MURDER & NON-NEGL. MANSLAUGHTER",25
"1458","Morningside Heights/Hamilton Heights","NYS LAWS-UNCLASSIFIED FELONY",40
"1459","Morningside Heights/Hamilton Heights","OFF. AGNST PUB ORD SENSBLTY &",1834
"1460","Morningside Heights/Hamilton Heights","OFFENSES AGAINST PUBLIC ADMINI",868
"1461","Morningside Heights/Hamilton Heights","OFFENSES AGAINST PUBLIC SAFETY",4
"1462","Morningside Heights/Hamilton Heights","OFFENSES AGAINST THE PERSON",146
"1463","Morningside Heights/Hamilton Heights","OFFENSES INVOLVING FRAUD",250
"1464","Morningside Heights/Hamilton Heights","OTHER OFFENSES RELATED TO THEF",83
"1465","Morningside Heights/Hamilton Heights","OTHER STATE LAWS",5
"1466","Morningside Heights/Hamilton Heights","OTHER STATE LAWS (NON PENAL LA",19
"1467","Morningside Heights/Hamilton Heights","PETIT LARCENY",8434
"1468","Morningside Heights/Hamilton Heights","PETIT LARCENY OF MOTOR VEHICLE",6
"1469","Morningside Heights/Hamilton Heights","POSSESSION OF STOLEN PROPERTY",138
"1470","Morningside Heights/Hamilton Heights","PROSTITUTION & RELATED OFFENSES",1
"1471","Morningside Heights/Hamilton Heights","RAPE",134
"1472","Morningside Heights/Hamilton Heights","ROBBERY",1515
"1473","Morningside Heights/Hamilton Heights","SEX CRIMES",559
"1474","Morningside Heights/Hamilton Heights","THEFT OF SERVICES",31
"1475","Morningside Heights/Hamilton Heights","THEFT-FRAUD",314
"1476","Morningside Heights/Hamilton Heights","UNAUTHORIZED USE OF A VEHICLE",63
"1477","Morningside Heights/Hamilton Heights","VEHICLE AND TRAFFIC LAWS",478
"1478","Morningside Heights/Hamilton Heights",NA,1
"1479","Morrisania/Belmont","ADMINISTRATIVE CODE",202
"1480","Morrisania/Belmont","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",33
"1481","Morrisania/Belmont","ALCOHOLIC BEVERAGE CONTROL LAW",7
"1482","Morrisania/Belmont","ANTICIPATORY OFFENSES",5
"1483","Morrisania/Belmont","ARSON",270
"1484","Morrisania/Belmont","ASSAULT 3 & RELATED OFFENSES",14538
"1485","Morrisania/Belmont","BURGLAR'S TOOLS",11
"1486","Morrisania/Belmont","BURGLARY",2609
"1487","Morrisania/Belmont","CANNABIS RELATED OFFENSES",1
"1488","Morrisania/Belmont","CHILD ABANDONMENT/NON SUPPORT",6
"1489","Morrisania/Belmont","CRIMINAL MISCHIEF & RELATED OF",10134
"1490","Morrisania/Belmont","CRIMINAL TRESPASS",342
"1491","Morrisania/Belmont","DANGEROUS DRUGS",3316
"1492","Morrisania/Belmont","DANGEROUS WEAPONS",1952
"1493","Morrisania/Belmont","DISORDERLY CONDUCT",2
"1494","Morrisania/Belmont","ENDAN WELFARE INCOMP",2
"1495","Morrisania/Belmont","ESCAPE 3",2
"1496","Morrisania/Belmont","FELONY ASSAULT",6142
"1497","Morrisania/Belmont","FORGERY",391
"1498","Morrisania/Belmont","FRAUDS",215
"1499","Morrisania/Belmont","FRAUDULENT ACCOSTING",1
"1500","Morrisania/Belmont","GAMBLING",19
"1501","Morrisania/Belmont","GRAND LARCENY",5204
"1502","Morrisania/Belmont","GRAND LARCENY OF MOTOR VEHICLE",1879
"1503","Morrisania/Belmont","HARRASSMENT 2",17044
"1504","Morrisania/Belmont","HOMICIDE-NEGLIGENT,UNCLASSIFIE",6
"1505","Morrisania/Belmont","INTOXICATED & IMPAIRED DRIVING",350
"1506","Morrisania/Belmont","KIDNAPPING",4
"1507","Morrisania/Belmont","KIDNAPPING & RELATED OFFENSES",21
"1508","Morrisania/Belmont","MISCELLANEOUS PENAL LAW",1981
"1509","Morrisania/Belmont","MURDER & NON-NEGL. MANSLAUGHTER",109
"1510","Morrisania/Belmont","NEW YORK CITY HEALTH CODE",1
"1511","Morrisania/Belmont","NYS LAWS-UNCLASSIFIED FELONY",98
"1512","Morrisania/Belmont","NYS LAWS-UNCLASSIFIED VIOLATION",7
"1513","Morrisania/Belmont","OFF. AGNST PUB ORD SENSBLTY &",4344
"1514","Morrisania/Belmont","OFFENSES AGAINST PUBLIC ADMINI",2270
"1515","Morrisania/Belmont","OFFENSES AGAINST PUBLIC SAFETY",9
"1516","Morrisania/Belmont","OFFENSES AGAINST THE PERSON",224
"1517","Morrisania/Belmont","OFFENSES INVOLVING FRAUD",559
"1518","Morrisania/Belmont","OTHER OFFENSES RELATED TO THEF",166
"1519","Morrisania/Belmont","OTHER STATE LAWS",3
"1520","Morrisania/Belmont","OTHER STATE LAWS (NON PENAL LA",42
"1521","Morrisania/Belmont","OTHER STATE LAWS (NON PENAL LAW)",1
"1522","Morrisania/Belmont","PETIT LARCENY",13381
"1523","Morrisania/Belmont","PETIT LARCENY OF MOTOR VEHICLE",25
"1524","Morrisania/Belmont","POSSESSION OF STOLEN PROPERTY",298
"1525","Morrisania/Belmont","PROSTITUTION & RELATED OFFENSES",13
"1526","Morrisania/Belmont","RAPE",339
"1527","Morrisania/Belmont","ROBBERY",3860
"1528","Morrisania/Belmont","SEX CRIMES",1143
"1529","Morrisania/Belmont","THEFT OF SERVICES",2
"1530","Morrisania/Belmont","THEFT-FRAUD",273
"1531","Morrisania/Belmont","UNAUTHORIZED USE OF A VEHICLE",233
"1532","Morrisania/Belmont","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1533","Morrisania/Belmont","VEHICLE AND TRAFFIC LAWS",1526
"1534","Morrisania/Belmont",NA,3
"1535","Mott Haven/Hunts Point","ADMINISTRATIVE CODE",232
"1536","Mott Haven/Hunts Point","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",32
"1537","Mott Haven/Hunts Point","ALCOHOLIC BEVERAGE CONTROL LAW",8
"1538","Mott Haven/Hunts Point","ANTICIPATORY OFFENSES",5
"1539","Mott Haven/Hunts Point","ARSON",376
"1540","Mott Haven/Hunts Point","ASSAULT 3 & RELATED OFFENSES",12937
"1541","Mott Haven/Hunts Point","BURGLAR'S TOOLS",33
"1542","Mott Haven/Hunts Point","BURGLARY",2370
"1543","Mott Haven/Hunts Point","CANNABIS RELATED OFFENSES",3
"1544","Mott Haven/Hunts Point","CHILD ABANDONMENT/NON SUPPORT",10
"1545","Mott Haven/Hunts Point","CRIMINAL MISCHIEF & RELATED OF",10236
"1546","Mott Haven/Hunts Point","CRIMINAL TRESPASS",404
"1547","Mott Haven/Hunts Point","DANGEROUS DRUGS",6408
"1548","Mott Haven/Hunts Point","DANGEROUS WEAPONS",2008
"1549","Mott Haven/Hunts Point","DISORDERLY CONDUCT",6
"1550","Mott Haven/Hunts Point","ENDAN WELFARE INCOMP",4
"1551","Mott Haven/Hunts Point","ESCAPE 3",4
"1552","Mott Haven/Hunts Point","FELONY ASSAULT",7128
"1553","Mott Haven/Hunts Point","FORGERY",1030
"1554","Mott Haven/Hunts Point","FRAUDS",378
"1555","Mott Haven/Hunts Point","FRAUDULENT ACCOSTING",3
"1556","Mott Haven/Hunts Point","GAMBLING",59
"1557","Mott Haven/Hunts Point","GRAND LARCENY",6438
"1558","Mott Haven/Hunts Point","GRAND LARCENY OF MOTOR VEHICLE",1663
"1559","Mott Haven/Hunts Point","HARRASSMENT 2",16139
"1560","Mott Haven/Hunts Point","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1561","Mott Haven/Hunts Point","INTOXICATED & IMPAIRED DRIVING",612
"1562","Mott Haven/Hunts Point","KIDNAPPING",2
"1563","Mott Haven/Hunts Point","KIDNAPPING & RELATED OFFENSES",20
"1564","Mott Haven/Hunts Point","LOITERING/GAMBLING (CARDS, DIC",3
"1565","Mott Haven/Hunts Point","MISCELLANEOUS PENAL LAW",2485
"1566","Mott Haven/Hunts Point","MURDER & NON-NEGL. MANSLAUGHTER",79
"1567","Mott Haven/Hunts Point","NEW YORK CITY HEALTH CODE",1
"1568","Mott Haven/Hunts Point","NYS LAWS-UNCLASSIFIED FELONY",133
"1569","Mott Haven/Hunts Point","OFF. AGNST PUB ORD SENSBLTY &",4248
"1570","Mott Haven/Hunts Point","OFFENSES AGAINST MARRIAGE UNCL",1
"1571","Mott Haven/Hunts Point","OFFENSES AGAINST PUBLIC ADMINI",3404
"1572","Mott Haven/Hunts Point","OFFENSES AGAINST PUBLIC SAFETY",13
"1573","Mott Haven/Hunts Point","OFFENSES AGAINST THE PERSON",253
"1574","Mott Haven/Hunts Point","OFFENSES INVOLVING FRAUD",401
"1575","Mott Haven/Hunts Point","OFFENSES RELATED TO CHILDREN",5
"1576","Mott Haven/Hunts Point","OTHER OFFENSES RELATED TO THEF",189
"1577","Mott Haven/Hunts Point","OTHER STATE LAWS",5
"1578","Mott Haven/Hunts Point","OTHER STATE LAWS (NON PENAL LA",48
"1579","Mott Haven/Hunts Point","PETIT LARCENY",14785
"1580","Mott Haven/Hunts Point","PETIT LARCENY OF MOTOR VEHICLE",24
"1581","Mott Haven/Hunts Point","POSSESSION OF STOLEN PROPERTY",364
"1582","Mott Haven/Hunts Point","PROSTITUTION & RELATED OFFENSES",216
"1583","Mott Haven/Hunts Point","RAPE",337
"1584","Mott Haven/Hunts Point","ROBBERY",4025
"1585","Mott Haven/Hunts Point","SEX CRIMES",1613
"1586","Mott Haven/Hunts Point","THEFT OF SERVICES",33
"1587","Mott Haven/Hunts Point","THEFT-FRAUD",396
"1588","Mott Haven/Hunts Point","UNAUTHORIZED USE OF A VEHICLE",257
"1589","Mott Haven/Hunts Point","UNLAWFUL POSS. WEAP. ON SCHOOL",2
"1590","Mott Haven/Hunts Point","VEHICLE AND TRAFFIC LAWS",1686
"1591","Mott Haven/Hunts Point",NA,3
"1592","North Crown Heights/Prospect Heights","ADMINISTRATIVE CODE",126
"1593","North Crown Heights/Prospect Heights","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",13
"1594","North Crown Heights/Prospect Heights","ALCOHOLIC BEVERAGE CONTROL LAW",1
"1595","North Crown Heights/Prospect Heights","ARSON",40
"1596","North Crown Heights/Prospect Heights","ASSAULT 3 & RELATED OFFENSES",4034
"1597","North Crown Heights/Prospect Heights","BURGLAR'S TOOLS",14
"1598","North Crown Heights/Prospect Heights","BURGLARY",987
"1599","North Crown Heights/Prospect Heights","CANNABIS RELATED OFFENSES",1
"1600","North Crown Heights/Prospect Heights","CHILD ABANDONMENT/NON SUPPORT",1
"1601","North Crown Heights/Prospect Heights","CRIMINAL MISCHIEF & RELATED OF",3684
"1602","North Crown Heights/Prospect Heights","CRIMINAL TRESPASS",197
"1603","North Crown Heights/Prospect Heights","DANGEROUS DRUGS",1204
"1604","North Crown Heights/Prospect Heights","DANGEROUS WEAPONS",794
"1605","North Crown Heights/Prospect Heights","DISORDERLY CONDUCT",2
"1606","North Crown Heights/Prospect Heights","FELONY ASSAULT",1804
"1607","North Crown Heights/Prospect Heights","FORGERY",328
"1608","North Crown Heights/Prospect Heights","FRAUDS",122
"1609","North Crown Heights/Prospect Heights","FRAUDULENT ACCOSTING",1
"1610","North Crown Heights/Prospect Heights","GAMBLING",39
"1611","North Crown Heights/Prospect Heights","GRAND LARCENY",2103
"1612","North Crown Heights/Prospect Heights","GRAND LARCENY OF MOTOR VEHICLE",549
"1613","North Crown Heights/Prospect Heights","HARRASSMENT 2",5719
"1614","North Crown Heights/Prospect Heights","HOMICIDE-NEGLIGENT,UNCLASSIFIE",2
"1615","North Crown Heights/Prospect Heights","HOMICIDE-NEGLIGENT-VEHICLE",1
"1616","North Crown Heights/Prospect Heights","INTOXICATED & IMPAIRED DRIVING",243
"1617","North Crown Heights/Prospect Heights","KIDNAPPING & RELATED OFFENSES",10
"1618","North Crown Heights/Prospect Heights","LOITERING/GAMBLING (CARDS, DIC",7
"1619","North Crown Heights/Prospect Heights","MISCELLANEOUS PENAL LAW",1568
"1620","North Crown Heights/Prospect Heights","MURDER & NON-NEGL. MANSLAUGHTER",56
"1621","North Crown Heights/Prospect Heights","NYS LAWS-UNCLASSIFIED FELONY",39
"1622","North Crown Heights/Prospect Heights","OFF. AGNST PUB ORD SENSBLTY &",1885
"1623","North Crown Heights/Prospect Heights","OFFENSES AGAINST PUBLIC ADMINI",437
"1624","North Crown Heights/Prospect Heights","OFFENSES AGAINST PUBLIC SAFETY",1
"1625","North Crown Heights/Prospect Heights","OFFENSES AGAINST THE PERSON",58
"1626","North Crown Heights/Prospect Heights","OFFENSES INVOLVING FRAUD",28
"1627","North Crown Heights/Prospect Heights","OTHER OFFENSES RELATED TO THEF",92
"1628","North Crown Heights/Prospect Heights","OTHER STATE LAWS",2
"1629","North Crown Heights/Prospect Heights","OTHER STATE LAWS (NON PENAL LA",14
"1630","North Crown Heights/Prospect Heights","PETIT LARCENY",5108
"1631","North Crown Heights/Prospect Heights","PETIT LARCENY OF MOTOR VEHICLE",6
"1632","North Crown Heights/Prospect Heights","POSSESSION OF STOLEN PROPERTY",142
"1633","North Crown Heights/Prospect Heights","PROSTITUTION & RELATED OFFENSES",5
"1634","North Crown Heights/Prospect Heights","RAPE",131
"1635","North Crown Heights/Prospect Heights","ROBBERY",1129
"1636","North Crown Heights/Prospect Heights","SEX CRIMES",583
"1637","North Crown Heights/Prospect Heights","THEFT OF SERVICES",15
"1638","North Crown Heights/Prospect Heights","THEFT-FRAUD",235
"1639","North Crown Heights/Prospect Heights","UNAUTHORIZED USE OF A VEHICLE",72
"1640","North Crown Heights/Prospect Heights","VEHICLE AND TRAFFIC LAWS",722
"1641","North Shore","ADMINISTRATIVE CODE",159
"1642","North Shore","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",31
"1643","North Shore","ALCOHOLIC BEVERAGE CONTROL LAW",1
"1644","North Shore","ARSON",96
"1645","North Shore","ASSAULT 3 & RELATED OFFENSES",8401
"1646","North Shore","BURGLAR'S TOOLS",9
"1647","North Shore","BURGLARY",1254
"1648","North Shore","CANNABIS RELATED OFFENSES",2
"1649","North Shore","CHILD ABANDONMENT/NON SUPPORT",6
"1650","North Shore","CRIMINAL MISCHIEF & RELATED OF",8822
"1651","North Shore","CRIMINAL TRESPASS",553
"1652","North Shore","DANGEROUS DRUGS",1991
"1653","North Shore","DANGEROUS WEAPONS",1054
"1654","North Shore","DISORDERLY CONDUCT",3
"1655","North Shore","DISRUPTION OF A RELIGIOUS SERV",2
"1656","North Shore","ENDAN WELFARE INCOMP",6
"1657","North Shore","ESCAPE 3",2
"1658","North Shore","FELONY ASSAULT",2913
"1659","North Shore","FELONY SEX CRIMES",2
"1660","North Shore","FORGERY",468
"1661","North Shore","FRAUDS",531
"1662","North Shore","FRAUDULENT ACCOSTING",2
"1663","North Shore","GAMBLING",2
"1664","North Shore","GRAND LARCENY",3864
"1665","North Shore","GRAND LARCENY OF MOTOR VEHICLE",889
"1666","North Shore","HARRASSMENT 2",15988
"1667","North Shore","HOMICIDE-NEGLIGENT,UNCLASSIFIE",4
"1668","North Shore","HOMICIDE-NEGLIGENT-VEHICLE",1
"1669","North Shore","INTOXICATED & IMPAIRED DRIVING",1847
"1670","North Shore","INTOXICATED/IMPAIRED DRIVING",4
"1671","North Shore","KIDNAPPING",4
"1672","North Shore","KIDNAPPING & RELATED OFFENSES",18
"1673","North Shore","LOITERING/GAMBLING (CARDS, DIC",2
"1674","North Shore","MISCELLANEOUS PENAL LAW",3390
"1675","North Shore","MURDER & NON-NEGL. MANSLAUGHTER",43
"1676","North Shore","NYS LAWS-UNCLASSIFIED FELONY",139
"1677","North Shore","NYS LAWS-UNCLASSIFIED VIOLATION",2
"1678","North Shore","OFF. AGNST PUB ORD SENSBLTY &",4516
"1679","North Shore","OFFENSES AGAINST PUBLIC ADMINI",1911
"1680","North Shore","OFFENSES AGAINST PUBLIC SAFETY",25
"1681","North Shore","OFFENSES AGAINST THE PERSON",169
"1682","North Shore","OFFENSES INVOLVING FRAUD",353
"1683","North Shore","OTHER OFFENSES RELATED TO THEF",154
"1684","North Shore","OTHER STATE LAWS",8
"1685","North Shore","OTHER STATE LAWS (NON PENAL LA",48
"1686","North Shore","PETIT LARCENY",12477
"1687","North Shore","PETIT LARCENY OF MOTOR VEHICLE",8
"1688","North Shore","POSSESSION OF STOLEN PROPERTY",218
"1689","North Shore","PROSTITUTION & RELATED OFFENSES",3
"1690","North Shore","RAPE",214
"1691","North Shore","ROBBERY",1237
"1692","North Shore","SEX CRIMES",909
"1693","North Shore","THEFT-FRAUD",909
"1694","North Shore","UNAUTHORIZED USE OF A VEHICLE",289
"1695","North Shore","VEHICLE AND TRAFFIC LAWS",1018
"1696","North Shore",NA,2
"1697","Ozone Park/Woodhaven","ADMINISTRATIVE CODE",84
"1698","Ozone Park/Woodhaven","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",5
"1699","Ozone Park/Woodhaven","ALCOHOLIC BEVERAGE CONTROL LAW",1
"1700","Ozone Park/Woodhaven","ARSON",57
"1701","Ozone Park/Woodhaven","ASSAULT 3 & RELATED OFFENSES",4020
"1702","Ozone Park/Woodhaven","BURGLAR'S TOOLS",3
"1703","Ozone Park/Woodhaven","BURGLARY",782
"1704","Ozone Park/Woodhaven","CRIMINAL MISCHIEF & RELATED OF",3994
"1705","Ozone Park/Woodhaven","CRIMINAL TRESPASS",184
"1706","Ozone Park/Woodhaven","DANGEROUS DRUGS",190
"1707","Ozone Park/Woodhaven","DANGEROUS WEAPONS",220
"1708","Ozone Park/Woodhaven","DISRUPTION OF A RELIGIOUS SERV",1
"1709","Ozone Park/Woodhaven","ENDAN WELFARE INCOMP",2
"1710","Ozone Park/Woodhaven","FELONY ASSAULT",1459
"1711","Ozone Park/Woodhaven","FORGERY",173
"1712","Ozone Park/Woodhaven","FRAUDS",119
"1713","Ozone Park/Woodhaven","GRAND LARCENY",1767
"1714","Ozone Park/Woodhaven","GRAND LARCENY OF MOTOR VEHICLE",942
"1715","Ozone Park/Woodhaven","HARRASSMENT 2",5901
"1716","Ozone Park/Woodhaven","INTOXICATED & IMPAIRED DRIVING",366
"1717","Ozone Park/Woodhaven","KIDNAPPING",1
"1718","Ozone Park/Woodhaven","KIDNAPPING & RELATED OFFENSES",4
"1719","Ozone Park/Woodhaven","MISCELLANEOUS PENAL LAW",1560
"1720","Ozone Park/Woodhaven","MURDER & NON-NEGL. MANSLAUGHTER",20
"1721","Ozone Park/Woodhaven","NYS LAWS-UNCLASSIFIED FELONY",11
"1722","Ozone Park/Woodhaven","OFF. AGNST PUB ORD SENSBLTY &",1047
"1723","Ozone Park/Woodhaven","OFFENSES AGAINST PUBLIC ADMINI",182
"1724","Ozone Park/Woodhaven","OFFENSES AGAINST PUBLIC SAFETY",5
"1725","Ozone Park/Woodhaven","OFFENSES AGAINST THE PERSON",40
"1726","Ozone Park/Woodhaven","OFFENSES INVOLVING FRAUD",37
"1727","Ozone Park/Woodhaven","OTHER OFFENSES RELATED TO THEF",49
"1728","Ozone Park/Woodhaven","OTHER STATE LAWS",2
"1729","Ozone Park/Woodhaven","OTHER STATE LAWS (NON PENAL LA",15
"1730","Ozone Park/Woodhaven","PETIT LARCENY",6419
"1731","Ozone Park/Woodhaven","PETIT LARCENY OF MOTOR VEHICLE",25
"1732","Ozone Park/Woodhaven","POSSESSION OF STOLEN PROPERTY",77
"1733","Ozone Park/Woodhaven","PROSTITUTION & RELATED OFFENSES",2
"1734","Ozone Park/Woodhaven","RAPE",115
